Transaction Name,Organization Url,Organization Name,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Organization Description,Organization Industries,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,CB Rank (Funding Round),component--field-formatter href 3,,link-accent 5,link-accent 7
Funding Round - 7tech,https://www.crunchbase.com/organization/7tech,7tech,Funding Round,"$1,400,000 ",2-Dec-21,�,"$18,000,000 ",Yes,b2b SaaS for smart-device financing and on-device marketing,B2B,�,"$4,300,000 ",�,5,,�,"73,335",https://7-technology.com/,Dubai,Dubai,
Pre Seed Round - S1lkPay,https://www.crunchbase.com/organization/silk-pay,S1lkPay,Pre-Seed,"$1,220,000 ",16-Aug-21,Seed,�,Yes,"S1lk Pay is a financial services company that specializes in mobile banking, card payments, money remittance, and foreign exchange.",Apps,�,"$1,220,000 ",Seed,1,,�,"73,538",http://www.s1lkpay.com/,Dubai,Dubai,
Seed Round - Datacultr,https://www.crunchbase.com/organization/datacultr,Datacultr,Seed,"$126,000 ",4-Mar-20,Seed,�,Yes,"Datacultr is the Global OS for Debt Collections for High Risk Lending, reduces defaults & NPAs",Debt Collections,�,"$1,146,000 ",Seed,6,Startupbootcamp FinTech Dubai,1,"74,989",https://www.datacultr.com/,Dubai,Dubai,
Seed Round - Hotdesk,https://www.crunchbase.com/organization/hotdesk-b492,Hotdesk,Seed,"$1,000,000 ",28-Sep-21,Seed,�,Yes,Hotdesk is an Online Platform that connects Coworking Spaces and Office Owners to people that are looking for a place to get things done.,,�,"$1,750,000 ",Seed,2,Virtuzone,4,"75,213",https://hotdesk.io/,Dubai,Dubai,
Pre Seed Round - Happy Day Delivery,https://www.crunchbase.com/organization/happy-day-delivery,Happy Day Delivery,Pre-Seed,"$109,000 ",9-Mar-22,Seed,"$12,000,000 ",Yes,Delivery company with big ambitious to connect all UAE businesses with consumers by smart app.,Delivery,�,"$1,081,495 ",Seed,5,,�,"75,440",https://www.hddelivery.ae/,Al Ajman,Ajman,
Pre Seed Round - CLONAR,https://www.crunchbase.com/organization/clonar,CLONAR,Pre-Seed,"$100,000 ",3-Feb-20,Seed,�,Yes,Digital sellers system,Call Center,�,"$100,000 ",Seed,1,,�,"75,572",http://clonar.ru/,Dubai,Dubai,
Funding Round - Digival IT Solutions,https://www.crunchbase.com/organization/digival,Digival IT Solutions,Funding Round,"AED5,000,000",1-Dec-21,�,"AED45,000,000",Yes,AI powered & outcome driven unified digital academic management platform for colleges and universities,EdTech,�,"AED9,100,000",�,3,,�,"76,123",https://www.digi-val.com/,Dubai,Dubai,
Pre Seed Round - alaaqar.com,https://www.crunchbase.com/organization/alaaqar-com,alaaqar.com,Pre-Seed,"$100,000 ",1-Mar-22,Seed,�,Yes,Real Estate Consultancy Platform,Consulting,�,"$100,000 ",Seed,1,,�,"76,514",https://www.alaaqar.com/,Abu Dhabi,Abu Dhabi,
Seed Round - Fero.Ai,https://www.crunchbase.com/organization/fero-e3d3,Fero.Ai,Seed,"$1,100,000 ",30-Oct-21,Seed,�,Yes,TiA by Fero is an Intelligent Virtual Assistant to automate supply chain transactions,Artificial Intelligence,�,"$2,600,000 ",Seed,3,,�,"77,110",http://fero.ai/,Dubai,Dubai,
Funding Round - Telr,https://www.crunchbase.com/organization/telr,Telr,Funding Round,"$15,000,000 ",30-Nov-21,�,�,Yes,"An award-winning, Dubai-based start-up offering payment gateway solutions.",E-Commerce,$1M to $10M,"$28,900,000 ",M&A,4,Cashfree Payments,1,"77,359",https://telr.com/,Dubai,Dubai,
Pre Seed Round - PayNest,https://www.crunchbase.com/organization/paynest,PayNest,Pre-Seed,�,1-Jun-20,Seed,�,Yes,"PayNest is a payments amalgamator, which was created with the core mission of digitizing cash collection in the Middle East",FinTech,�,�,Seed,1,,�,"77,617",https://paynest.ae/,Dubai,Dubai,
Seed Round - Colexion,https://www.crunchbase.com/organization/colexion,Colexion,Seed,"$8,000,000 ",13-Oct-21,Seed,�,Yes,Colexion is a blockchain-based non-fungible token (NFT) marketplace.,Blockchain,�,"$13,000,000 ",Seed,2,Suniel Shetty,1,"78,010",http://colexion.io/,Dubai,Dubai,
Series A - Pole Position,https://www.crunchbase.com/organization/pole-position,Pole Position,Series A,"$202,000 ",23-Jun-21,Early Stage Venture,"$2,000,000 ",Yes,"Pole Position is the Middle East's foremost motorsports consultants for IP representation, events and motorsports development.",Consulting,�,"$252,000 ",Early Stage Venture,2,,1,"78,804",https://www.p-1.me/,Dubai,Dubai,
Venture Round - Private office to H. R. H. Laur�ne Math�que Jovanovic,https://www.crunchbase.com/organization/private-office-to-h-r-h-laur%C3%A8ne-math%C3%A8que-jovanovic,Private office to H. R. H. Laur�ne Math�que Jovanovic,Venture - Series Unknown,"$50,000,000 ",1-Apr-20,�,"$47,000,000 ",Yes,The Private Office (TPO) was established in 2011 by H. R. H. Laur�ne Math�que Jovanovic,,�,"$50,000,000 ",�,1,,�,"79,055",,Dubai,Dubai,
Pre Seed Round - Yalah,https://www.crunchbase.com/organization/yalah,Yalah,Pre-Seed,�,16-Jan-22,Seed,�,Yes,"Yalah is a Food Delivery platform that connects customers with local restaurants, supermarkets, pharmacies and much more!",Delivery,�,�,Seed,1,,�,"79,038",http://www.yalah.co/,Dubai,Dubai,
Pre Seed Round - Letswork,https://www.crunchbase.com/organization/letswork,Letswork,Pre-Seed,�,1-Dec-21,Seed,�,Yes,Leading co-working platform in the Middle East.,Commercial Real Estate,�,�,Seed,1,500 Startups,1,"79,191",https://www.letswork.io/,Dubai,Dubai,
Private Equity Round - Dimensions App,https://www.crunchbase.com/organization/dimensions-app,Dimensions App,Private Equity,�,10-Jan-17,Private Equity,�,Yes,"Dimensions is all in one solution (POS - CRM - Inventory - Loyalty - -E-order - Feedback, more) for managing restaurants, retail, services.",Accounting,�,�,Private Equity,1,,�,"79,399",https://www.dimsapp.com/,Dubai,Dubai,
Pre Seed Round - SKKYN Technologies DMCC,https://www.crunchbase.com/organization/skkyn-technologies-dmcc,SKKYN Technologies DMCC,Pre-Seed,"$250,000 ",4-Feb-18,Seed,�,Yes,Skkyn uses environment-friendly waterless car wash systems to get your car wash system to get your car gleaming.,,�,"$2,750,000 ",M&A,2,,�,"79,544",https://www.skkyn.com/,Dubai,Dubai,
Seed Round - SKKYN Technologies DMCC,https://www.crunchbase.com/organization/skkyn-technologies-dmcc,SKKYN Technologies DMCC,Seed,"$2,500,000 ",10-Jan-20,Seed,�,Yes,Skkyn uses environment-friendly waterless car wash systems to get your car wash system to get your car gleaming.,,�,"$2,750,000 ",M&A,2,,�,"79,555",https://www.skkyn.com/,Dubai,Dubai,
Pre Seed Round - INUI Gaming,https://www.crunchbase.com/organization/inui-gaming,INUI Gaming,Pre-Seed,"$1,177,000 ",10-Nov-20,Seed,�,Yes,"A cheater-free gaming platform with its own Community, Marketplace, Software Development Kit, Matchmaking & Anti-cheat and Cloud Gaming.",Computer,�,"$7,177,000 ",Seed,2,,�,"79,695",https://www.inuigaming.com/,Dubai,Dubai,
Seed Round - Zofeur,https://www.crunchbase.com/organization/zofeur,Zofeur,Seed,"$500,000 ",10-May-21,Seed,�,Yes,Zofeur is world's first on-demand pay-per-minute chauffeur services platform with no minimum usage commitment.,Mobile Apps,�,"$500,000 ",Seed,1,,�,"80,634",https://www.zofeur.com/,Dubai,Dubai,
Seed Round - Seam Labs,https://www.crunchbase.com/organization/seam-labs,Seam Labs,Seed,�,1-Dec-21,Seed,�,Yes,"Seam Labs is a Venture Builder, focused on building impactful startups with higher & faster returns.",Information Technology,�,�,Seed,3,,�,"80,797",https://www.seamlabs.com/,Abu Dhabi,Abu Dhabi,
Convertible Note - ToggleMarket,https://www.crunchbase.com/organization/togglemarket,ToggleMarket,Convertible Note,"$545,000 ",4-Mar-21,�,�,No,B2B SaaS-enabled marketplaces and digital procurement platforms for cross border trade and commerce,B2B,�,"$905,000 ",Seed,3,Private Investor,3,"81,734",https://togglemarket.com/,Dubai,Dubai,
Seed Round - ToggleMarket,https://www.crunchbase.com/organization/togglemarket,ToggleMarket,Seed,"$160,000 ",11-Nov-20,Seed,�,Yes,B2B SaaS-enabled marketplaces and digital procurement platforms for cross border trade and commerce,B2B,�,"$905,000 ",Seed,3,,3,"81,809",https://togglemarket.com/,Dubai,Dubai,
Debt Financing - BizConnect,https://www.crunchbase.com/organization/bizconnect-472e,BizConnect,Debt Financing,"$50,000 ",31-Oct-09,�,�,No,"BizConnect is a card scanning and network managing app that scans, digitizes, manages and visualize business contacts and lead performances.",Information Technology,�,"$200,000 ",Seed,2,,1,"82,230",http://www.bizconnectus.com/,Dubai,Dubai,
Pre Seed Round - Supy,https://www.crunchbase.com/organization/supy-187e,Supy,Pre-Seed,"$1,500,000 ",15-Sep-21,Seed,�,Yes,Supy is a B2B software solution focused on streamlining transactions between restaurants and suppliers,Restaurants,�,"$9,500,000 ",Seed,2,COTU Ventures,2,"82,507",https://supy.io/,Dubai,Dubai,
Series C - Zeeyarah,https://www.crunchbase.com/organization/zeeyarah-com,Zeeyarah,Series C,"$1,000,000 ",1-May-20,Late Stage Venture,�,Yes,Zeeyarah is the first  OTA $  B2B reseller with IATA NDC level 3 Certification,Adventure Travel,�,"$5,000,000 ",Late Stage Venture,3,,�,"82,643",https://www.zeeyarah.ae/,Dubai,Dubai,
Pre Seed Round - Happy Day Delivery,https://www.crunchbase.com/organization/happy-day-delivery,Happy Day Delivery,Pre-Seed,"$600,000 ",2-Jan-22,Seed,"$10,000,000 ",Yes,Delivery company with big ambitious to connect all UAE businesses with consumers by smart app.,Delivery,�,"$1,081,495 ",Seed,5,,�,"83,445",https://www.hddelivery.ae/,Al Ajman,Ajman,
Pre Seed Round - Ceras Ventures,https://www.crunchbase.com/organization/ceras-ventures,Ceras Ventures,Pre-Seed,"$30,000,000 ",1-Dec-20,Seed,�,Yes,A global leading investment firm that focuses on the fast-growing Web 3.0 and blockchain companies.,Blockchain,�,"$30,000,000 ",Seed,1,,�,"83,608",https://www.cerasvc.com/,Dubai,Dubai,
Seed Round - MOTOR,https://www.crunchbase.com/organization/motor-share,MOTOR,Seed,"$500,000 ",1-Oct-21,Seed,�,Yes,"MOTOR is an aggregator and operator of SMART electric mobility services � Electric Cars, Electric motorbikes, Electric scooters and bicycles",Car Sharing,�,"$1,200,000 ",Seed,3,,�,"83,742",http://motorshare.me/,Dubai,Dubai,
Seed Round - Micropolis,https://www.crunchbase.com/organization/micropolis-ae,Micropolis,Seed,"$1,500,000 ",1-Feb-18,Seed,�,Yes,We create a fleet of awesome autonomous rover robots!,Autonomous Vehicles,�,"$8,050,000 ",Seed,6,,�,"84,007",https://www.micropolis.ae/,Dubai,Dubai,
Seed Round - Micropolis,https://www.crunchbase.com/organization/micropolis-ae,Micropolis,Seed,"$250,000 ",1-Aug-20,Seed,�,Yes,We create a fleet of awesome autonomous rover robots!,Autonomous Vehicles,�,"$8,050,000 ",Seed,6,,�,"84,048",https://www.micropolis.ae/,Dubai,Dubai,
Pre Seed Round - Micropolis,https://www.crunchbase.com/organization/micropolis-ae,Micropolis,Pre-Seed,"$1,800,000 ",1-May-14,Seed,�,Yes,We create a fleet of awesome autonomous rover robots!,Autonomous Vehicles,�,"$8,050,000 ",Seed,6,,�,"84,034",https://www.micropolis.ae/,Dubai,Dubai,
Seed Round - Micropolis,https://www.crunchbase.com/organization/micropolis-ae,Micropolis,Seed,�,1-Jun-21,Seed,�,Yes,We create a fleet of awesome autonomous rover robots!,Autonomous Vehicles,�,"$8,050,000 ",Seed,6,,�,"84,031",https://www.micropolis.ae/,Dubai,Dubai,
Seed Round - McLedger,https://www.crunchbase.com/organization/mcledger,McLedger,Seed,"$3,000,000 ",2-Jan-20,Seed,�,Yes,"Online bookkeeping services using technology to give businesses access�to�low-cost, accurate and fast accounting services.",Accounting,�,"$3,000,000 ",Seed,1,,�,"84,092",https://www.mcledger.co/,Dubai,Dubai,
Pre Seed Round - CONSTAL,https://www.crunchbase.com/organization/constal,CONSTAL,Pre-Seed,"$200,000 ",15-Sep-21,Seed,"$2,200,000 ",Yes,"CONSTAL is the leading marketplace for AEC services. We make hiring world-class construction professionals easy, transparent, and agile.",Construction,�,"$200,000 ",Seed,1,,�,"84,414",https://www.myconstal.com/,Dubai,Dubai,
Series A - Rising Pirates Fc,https://www.crunchbase.com/organization/rising-pirates-fc,Rising Pirates Fc,Series A,"$12,056,000 ",3-Jan-18,Early Stage Venture,�,Yes,Football Club,,�,"$12,056,000 ",Early Stage Venture,1,,�,"86,097",,Al Ajman,Ajman,
Venture Round - Justmop,https://www.crunchbase.com/organization/justmop-com,Justmop,Venture - Series Unknown,�,24-Aug-21,�,�,Yes,"Justmop is Middle East�s leading marketplace for home cleaning, beauty & wellness, and other home services such as maintenance and laundry.",Home Services,�,�,�,4,,1,"86,220",https://www.justmop.com/,Dubai,Dubai,
Venture Round - Sahara Protocol,https://www.crunchbase.com/organization/sahara-protocol,Sahara Protocol,Venture - Series Unknown,"$2,000,000 ",1-Feb-21,�,�,Yes,The first dedicated privacy protocol ecosystem that enables on-platform swaps between volatile and stable assets,Blockchain,�,"$2,000,000 ",�,1,,�,"87,550",https://sahara.network/,Dubai,Dubai,
Seed Round - Yegertek,https://www.crunchbase.com/organization/yegertek,Yegertek,Seed,�,14-Sep-21,Seed,�,Yes,Yegertek is a CRM solutions provider.,Information Services,�,�,Seed,1,NB Ventures,2,"87,714",https://yegertek.com/,Dubai,Dubai,
Pre Seed Round - Playbook,https://www.crunchbase.com/organization/playbook-3be1,Playbook,Pre-Seed,"$250,000 ",1-Jun-21,Seed,�,Yes,"SaaS, Mobile App, Internet, Marketplace",,�,"$745,000 ",Seed,2,,�,"88,615",https://www.theplaybookme.com/,Dubai,Dubai,
Pre Seed Round - Playbook,https://www.crunchbase.com/organization/playbook-23f9,Playbook,Pre-Seed,"$250,000 ",1-Jun-21,Seed,�,Yes,"SaaS, Mobile App, Hospitality Technology",Apps,�,"$250,000 ",Seed,1,,�,"88,650",https://www.theplaybookme.com/,Dubai,Dubai,
Seed Round - The Luxury,https://www.crunchbase.com/organization/the-luxury,The Luxury,Seed,"$10,000,000 ",29-Sep-21,Seed,�,Yes,"Concierge - Lifestyle Management, Financial Technology, Entertainment & Tourism",Cryptocurrency,�,"$10,000,000 ",Seed,1,,�,"89,071",https://theluxurybank.com/,Dubai,Dubai,
Seed Round - Klaim,https://www.crunchbase.com/organization/klaim,Klaim,Seed,"$1,600,000 ",8-Sep-21,Seed,�,Yes,Klaim is an InsureTech platform offering a SaaS medical claim management and financing platform all in one.,Financial Services,�,"$2,720,000 ",Seed,3,Mad'a Investment Company,4,"91,158",https://www.klaim.ai/,Dubai,Dubai,
Seed Round - oktopi,https://www.crunchbase.com/organization/oktopi,oktopi,Seed,�,29-Sep-21,Seed,�,Yes,"Oktopi is a cohort-based, AI-powered learning management platform",E-Learning,�,�,Seed,1,,�,"91,970",https://oktopi.ai/,Dubai,Dubai,
Series A - LVL,https://www.crunchbase.com/organization/switch-co,LVL,Series A,�,20-Mar-21,Early Stage Venture,�,Yes,LVL is a platform that offers digital and physical wellbeing solutions to enterprise level organisations for their employees and customers.,Fitness,�,�,Early Stage Venture,1,,1,"92,037",https://lvl-wellbeing.com/,Dubai,Dubai,
Pre Seed Round - GTime,https://www.crunchbase.com/organization/gtime,GTime,Pre-Seed,"$137,000 ",15-Oct-21,Seed,"$300,000 ",Yes,Technical Services and Fit-Out Company,Home Improvement,�,"$137,000 ",Seed,1,,�,"92,247",http://www.gtime.ae/,Dubai,Dubai,
Seed Round - Micropolis,https://www.crunchbase.com/organization/micropolis-ae,Micropolis,Seed,"$500,000 ",1-Jun-21,Seed,�,Yes,We create a fleet of awesome autonomous rover robots!,Autonomous Vehicles,�,"$8,050,000 ",Seed,6,Egor Romanyuk,2,"94,322",https://www.micropolis.ae/,Dubai,Dubai,
Seed Round - Fleetroot,https://www.crunchbase.com/organization/fleetroot,Fleetroot,Seed,"$260,000 ",30-Jun-21,Seed,�,Yes,A unified SaaS platfrom for last-mile logistics and comprehensive fleet management,Internet of Things,Less than $1M,"$510,000 ",Seed,2,Flat6Labs,1,"95,347",https://fleetroot.com/,Dubai,Dubai,
Seed Round - Vaasara Portal L.L.C.,https://www.crunchbase.com/organization/vaasara-portal-l-l-c,Vaasara Portal L.L.C.,Seed,"$1,250,000 ",7-Jul-19,Seed,�,Yes,"Online marketplace for beauty services and products and marketing and technology platform partner of salons, spas and clinics",Apps,�,"$1,500,000 ",Seed,2,,�,"95,359",https://vaasara.com/,Dubai,Dubai,
Pre Seed Round - Vaasara Portal L.L.C.,https://www.crunchbase.com/organization/vaasara-portal-l-l-c,Vaasara Portal L.L.C.,Pre-Seed,"$250,000 ",10-Dec-18,Seed,�,Yes,"Online marketplace for beauty services and products and marketing and technology platform partner of salons, spas and clinics",Apps,�,"$1,500,000 ",Seed,2,,�,"95,353",https://vaasara.com/,Dubai,Dubai,
Pre Seed Round - Fleetroot,https://www.crunchbase.com/organization/fleetroot,Fleetroot,Pre-Seed,"$250,000 ",20-Jun-17,Seed,"$5,000,000 ",Yes,A unified SaaS platfrom for last-mile logistics and comprehensive fleet management,Internet of Things,Less than $1M,"$510,000 ",Seed,2,,1,"96,263",https://fleetroot.com/,Dubai,Dubai,
Seed Round - TIME CAPSULE L.L.C-FZ,https://www.crunchbase.com/organization/time-capsule-inc,TIME CAPSULE L.L.C-FZ,Seed,"$128,200 ",1-Sep-21,Seed,"$500,000 ",Yes,Time Capsule is an easy-to-use app for preserving your sweetest memories and brightest emotions.,Information Services,�,"$578,640 ",Seed,4,,�,"96,287",https://www.capstime.com/,Dubai,Dubai,
Seed Round - Bawiq,https://www.crunchbase.com/organization/bawiq,Bawiq,Seed,"$500,000 ",15-Aug-21,Seed,"$35,000,000 ",Yes,Bawiq is an On Demand Cloud Grocery Delivery Platform,Apps,�,"$4,260,000 ",Seed,5,,�,"97,085",https://www.bawiq.com/,Abu Dabi,Abu Dhabi,
Seed Round - Bawiq,https://www.crunchbase.com/organization/bawiq,Bawiq,Seed,"$1,600,000 ",1-Jul-20,Seed,"$33,000,000 ",Yes,Bawiq is an On Demand Cloud Grocery Delivery Platform,Apps,�,"$4,260,000 ",Seed,5,,�,"97,286",https://www.bawiq.com/,Abu Dabi,Abu Dhabi,
